establNumber,operatorName,locationAddress,geoAdddress,mailingAddress,functionCodes,telephoneNumber
S307,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.Also Doing Business As Name:   MAPLE LEAF FOODS/LES ALIMENTS MAPLE LEAF : MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMMATION MAPLE LEAF : MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF : MAPLE LEAF PORK/PORC MAPLE LEAF : MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF : SCHNEIDER FOODS/LES ALIMENTS SCHNEIDER : J.M. SCHNEIDER : MITCHELL'S GOURMET FOODS : HUB MEAT PACKERS : LARSEN PACKERS : COLD SPRINGS FARMS : MAPLE LEAF POTATOES : HUB MEATS/LES VIANDES HUB : CAPPOLA FOOD : THAMES VALLEY PROCESSORS,1015-64TH STREET EAST   SASKATOON SK S7P 0A8,"52.190846, -106.6408616",6985 FINANCIAL DRIVE   MISSISSAUGA ON L5N 0A1, 10AB,(306) 667-2600 (306) 653-4951/F (306) 975-5848/I
S360,CONGBEC INC.Also Doing Business As Name:   WESTCO A DIVISION OF CONGBEC INC.; CONGBEC; CONGEBEC,810-60TH STREET E.   SASKATOON SK S7K 8G8,"52.18910109999999, -106.6567186",810 AVENUE GODIN   QUEBEC QC G1M 2X9, 9B/US 10AB 11RS,(306) 933-9300 (306) 933-9488/F (306) 975-5848/I
S402,FREEZERCO INC.,106 MILL STREET   NEEPAWA MB R0J 1H0,"50.2296027, -99.47281559999999",P.O. BOX 10000   NEEPAWA MB R0J 1H0, 10A 11RSI,(204) 476-2608 (204) 476-2278/F
S404,VERSACOLD LOGISTICS SERVICES,200 DAWSON ROAD N.   WINNIPEG MB R2J 0S7,"49.8884861, -97.093964",   , 9B/US 10A 11RSI,(204) 233-0237 (204) 237-6650/F
S406,MENNONITE CENTRAL COMMITTEE CANADAAlso Doing Business As Name:   MCC MATERIAL RESOURCE CENTER,231 RAILWAY AVENUE   PLUM COULEE MB R0G 1R0,"49.1898776, -97.7568009",231 RAILWAY AVENUE   PLUM COULEE MB R0G 1R0, 10B,(204) 829-3005 (204) 829-7746/F
S409,4372795 MB LTD.,101 HUTCHINGS STREET; UNIT 66   WINNIPEG MB R2X 2V4,"49.9386429, -97.1828816",1434 CHURCH AVE   WINNIPEG MB R2X 1G4, 10AB,(204) 633-7054 (204) 694-0708F
S413,CONGBEC INC.Also Doing Business As Name:   CONGEBEC; WESTCO A DIVISION OF CONGEBEC; CONGBEC; WESTCO MULTITEMP DISTRIBUTION CENTRES INC.,1555 CHEVRIER BLVD.   WINNIPEG MB R3T 1Y7,"49.8241746, -97.175837",   , 9BC/US 10AB 11RSI 12Y,(204) 475-5570 (204) 284-6273/F Ext. 312/I
S426,ICEBERG COLD STORAGE LTD.,870 BRADFORD STREET   WINNIPEG MB R3H 0N5,"49.9038799, -97.2046038",   , 10A 11R,(204) 783-6133 (204) 783-7483/F
S501,CANADIAN AMERICAN BOXED MEAT CORP.Also Doing Business As Name:   CANAM MEATS,6905 KENDERRY GATE UNITS 2 & 3  MISSISSAUGA ON L5T 2Y8,"43.65063749999999, -79.6967494",   , 9B/US 10A,(905) 949-8882 (905) 949-1851/F
S502,VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.Also Doing Business As Name:   ATLAS COLD STORAGE,1377 THE QUEENSWAY AVENUE   TORONTO ON M8Z 1T1,"43.61964270000001, -79.5294784",2115 COMMISSIONER STREET   VANCOUVER BC V5L 1A6, 9BC/US 10AB,(416) 259-6273 (416) 259-3776/F
S505,J & L COLD STORAGE LIMITED,LOT 2; CONCESSION 5   GREENOCK TOWNSHIP ON N0G 1K0,ERROR,R.R. #1   CHEPSTOW ON N0G 1K0, 10A 11R,(519) 881-2718 (519) 881-2781/I (519) 881-0035/F
S506,ROMAN CHEESE PRODUCTS LIMITED,7730 CANADIAN DRIVE   NIAGARA FALLS ON L2E 6S5,"43.0642692, -79.1238805",7770 CANADIAN DRIVE   NIAGARA FALLS ON L2E 6S5, 10AB,(905) 356-2639 (905) 357-7793/F
S507,WALMART CANADA LOGISTICS ULC/LOGISTIQUE WALMART CANADA ULC,7295 WEST CREDIT AVE.   MISSISSAUGA ON L5N 5N1,"43.6124802, -79.7613664",1940 ARGENTIA ROAD   MISSISSAUGA ON L5N 1P9, 9B/US 10AB,(905) 821-2111 (905) 821-6352/F
S509,PREMIUM BRANDS OPERATING LIMITED PARTNERSHIPAlso Doing Business As Name:   PILLER'S : PILLER SAUSAGES & DELICATESSENS : PILLER'S FINE FOODS-A DIVISION OF PBOLP,250 FROBISHER DR.   WATERLOO ON N2V 2L8,"43.5141886, -80.52423859999999",P.O. BOX 338   WATERLOO ON N2J 4A4, 10A 12Y,(519) 743-1412 (519) 743-7111/F
S510,MAPLE LEAF FOODS INC. / LES ALIMENTS MAPLE LEAF INC.,7474 MCLEAN RD   GUELPH ON N1H 6H9,"43.4617862, -80.1352503",6897 FINANCIAL DRIVE   MISSISSAUGA ON L5N 0A8, 9BC/US 10AB,(905) 285-1615 (905) 285-6766/F
S513,PRODUCE PROCESSORS LIMITED,17452 TELEPHONE ROAD NORTH FREEZER WAREHOUSE  TRENTON ON K8V 5R1,"44.1044822, -77.6429708",P.O. BOX 100   TRENTON ON K8V 4R4, 9B/US 10A,(613) 394-3317 (613) 965-4375/F
S514,TAS REFRIGERATED DISTRIBUTION INC./DISTRIBUTION RFRIGRE TAS INC.,18 ABACUS ROAD   BRAMPTON ON L6T 5B7,"43.762218, -79.66072559999999",   , 9B/US 10A,(905) 913-0247 (905) 913-0256/F
S515,TCS TORONTO INC.,3691-3695 WESTON ROAD   TORONTO ON M9L 1W4,"43.7647543, -79.5439676",21 ALBERT STREET; P.O. BOX 100   TRENTON ON K8V 4S4, 9B/US 10A 11R,(416) 749-3317 (416) 740-9856F
S516,APPROVED COLD STORAGE INC.,5100 HARVESTER ROAD   BURLINGTON ON L7L 4X4,"43.3791437, -79.7643586",   , 9B/US 10A,(416) 799-7166/T (905) 635-4509/F
S517,SIERRA SUPPLY CHAIN SERVICES INC.,90 GLOVER ROAD   HAMILTON ON L8W 3T7,"43.1826225, -79.830485",302 THE EAST MALL; SUITE 500   ETOBICOKE ON M9B 6C7, 9B/US 10A,(905) 575-8164 (905) 575-4976/F
S518,VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.Also Doing Business As Name:   ATLAS COLD STORAGE,4545 STEELES AVENUE WEST   TORONTO ON M9L 1P1,"43.77190400000001, -79.538071",5255 YOUNGE STREET; SUITE 900   TORONTO ON M2N 5P8, 9B/US 10A,(905) 695-1355 (416) 748-8814/F (416) 748-0139/I
S519,FRASER GLENBURNIE INC.,17489; TELEPHONE ROAD; PART LOT 13; CON 1 MURRAY TOWNSHIP COUNTY OF NORTHUMBERLAND ON K8V 5P4,"44.1012077, -77.64018879999999",P.O BOX 100   TRENTON ON K8V 5R1, 9BC/US 10AB 11C,(613) 394-3317 (613) 394-4734/F
S520,TRI-COUNTY APPLE GROWERS LIMITED,CONCESSION 2; PART LOT 5; 178 STOCKDALE ROAD; TOWNSHIP OF MURRAY CITY OF TRENTON ON K8V 5P6,"44.12547300000001, -77.602727",P.O. BOX 187   TRENTON ON K8V 5R2, 9BC/US 10AB 11H,(613) 394-3317 (613) 392-2498/F
S522,CONGBEC INC.,225 REXDALE BLVD.   TORONTO ON M9W 1P7,"43.712103, -79.574375",810 AVENUE GODIN   QUBEC QC G1M 2X9, 9BC/US 10AB,(416) 743-7038 (416) 743-9941/F
S523,GREAT LAKES FOOD COMPANY LTD.,135 BOTHWELL STREET; P.O.426   CHATHAM ON N7M 5K5,"42.3845785, -82.2023973",   , 10A,(519) 354-4600 (519) 354-9566/F
S524,SERVICE FREEZERS LIMITED*,10 SHORNCLIFFE ROAD; UNIT 4   TORONTO ON M9B 3S3,"43.6311058, -79.5445508",1 GLEN SCARLETT ROAD   TORONTO ON M6N 1P5, 10A,(416) 231-7239 (416) 231-0968/F
S525,BORDER CITY STORAGE LIMITED*,1019 ELLIOTT STREET WEST   WINDSOR ON N9A 5Z8,"42.3076371, -83.04693309999999",   , 9BC/US 10AB,(519) 254-5134 (519) 254-2151/F
S526,VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.,316 AVIVA PARK DRIVE   VAUGHAN ON L4L 9C7,"43.7773079, -79.55670649999999",2115 COMMISSIONER STREET   VANCOUVER BC V5L 1A6, 9B/US 10A,(905) 850-9334 (905) 850-6224/F
S527,FRESHSTONE BRANDS INC.*,84 CITATION ROAD; 11 & 12   VAUGHAN ON L4K 2X2,"43.8234903, -79.4846256",350 CREDITSTONE ROAD; 103   CONCORD ON L4K 3Z2, 10AB,(905) 695-0641 (905) 760-9443/F
S528,VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.,590 NASH RD. N.   HAMILTON ON L8E 3M5,"43.2503262, -79.76155849999999",316 AVIVA PARK DRIVE   VAUGHAN ON L4L9C7, 9B/US 10A,(905) 547-2821 (905) 549-8871/F
S529,CONESTOGA COLD STORAGE,2660 MEADOWPINE BLVD   MISSISSAUGA ON L5N 7E6,"43.6031392, -79.7823066",   , 9BC/US 10A 11HR 12Y,(905) 567-1144 (905) 567-1040/F
S530,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.Also Doing Business As Name:   J.M. SCHNEIDER : SCHNEIDER FOODS / LES ALIMENTS SCHNEIDER : MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMMATION MAPLE LEAF : MAPLE LEAF POTATOES : MAPLE LEAF FOODS/LES ALIMENTS MAPLE LEAF : MITCHELL'S GOURMET FOODS : MAPLE LEAF PORK/PORC MAPLE LEAF : MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF : HUB MEAT PACKERS : MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF : HUB MEATS/LES VIANDES HUB : LARSEN PACKERS : COLD SPRINGS FARM : CAPPOLA FOOD : THAMES VALLEY PROCESSORS,116 RYDING AVENUE   TORONTO ON M6N 1H2,"43.6699305, -79.4758827",100 ETHEL AVENUE   TORONTO ON M6N 4Z7, 10A,(416) 767-5151 EXT. 255 (416) 762-9002
S532,FRASER GLENBURNIE INC.Also Doing Business As Name:   FRASER ROAD COOLER,220 FRASER ROAD LOT 15 & 16; CON. 1 NORTHCUMBERLAND COUNTY MURRAY TOWNSHIP ON K8V 5P4,"44.0941303, -77.64658659999999",P.O. BOX 100   TRENTON ON K8V 5R1, 10B,(613) 394-3317 (613) 392-5833/F
S535,STERLING PACKERS LIMITEDAlso Doing Business As Name:   CONFEDERATION FREEZERS (A Division of Sterling Packers),240 NUGGET COURT   BRAMPTON ON L6T 5H4,"43.723895, -79.6915394",   , 9B/US 10A 11R,(905) 799-3609 (905) 791-1564/I (905) 799-2223/F
S536,NOVA COLD LOGISTICS ULC.,745 INTERMODAL DRIVE   BRAMPTON ON L6T 5W2,"43.73889200000001, -79.6588064",   , 9B/US 10A 11R 12Y,(905) 791-8585 (905) 791-8581/F
S537,CONESTOGA COLD STORAGE,299 TRILLIUM DRIVE   KITCHENER ON N2E 1W9,"43.4017595, -80.4633096",   , 9BC/US 10AB 11RS 12Y,(519) 748-5415 (519) 748-9852/F
S538,MD FOOD TRANSPORTING LIMITED,19 AUTOMATIC ROAD   BRAMPTON ON L6S 4K6,"43.7577788, -79.7105717",   , 9CB/US 10A,(905) 793-8935 (905) 793-8280/F (   )    -
S539,DV GROUP CANADA INC.Also Doing Business As Name:   LIBERTY FREEZERS LONDON LTD.,2485 SURVEYOR ROAD   MISSISSAUGA ON L5N 3J4,"43.5890294, -79.746484",535 SOVEREIGN ROAD;   LONDON ON N5V 5H4, 9B/US 10A,(519) 453-4131 (519) 453-6560 (905) 567-2446/I
S540A,IMPERIAL COLD STORAGE & DISTRIBUTION INC.,299 COURTNEYPARK DRIVE; EAST   MISSISSAUGA ON L5T 2T6,"43.6430679, -79.6890568",   , 9B/US 10A 11R,(905) 564-8388 (905) 564-0699/F
S541,WINDSOR FREEZER SERVICES LTD.,1518 MERCER STREET   WINDSOR ON N8X 3P5,"42.3022099, -83.0218129",   , 9BC/US 10AB,(519) 252-2653 (519) 252-4984 (519) 252-2959/F
S542,LOBLAWS INC.,1105 FOUNTAIN STREET NORTH   CAMBRIDGE ON N3E 1A2,"43.4296899, -80.3783916",   , 10A,(519) 620-3459 (519) 620-3421/F
S543,STERLING PACKERS LIMITEDAlso Doing Business As Name:   CONFEDERATION FREEZERS,21 YORK ROAD   BRANTFORD ON N3T 6H2,"43.1275571, -80.33366989999999",   , 9BC/US 10A 11R,(905) 732-9112 (519) 791-0542/F EXT. 234
S544,MULTI-TASK COLD STORAGE INC.,218 WILKINSON ROAD; UNIT 2   BRAMPTON ON L6T 4M4,"43.68725000000001, -79.69317",   , 10AB,(905) 452-5362 (905) 452-3854/F
S545,LIBERTY FREEZERS LONDON LTD.,535 SOVEREIGN ROAD   LONDON ON N5V 5H4,"43.0007184, -81.14718049999999",   , 9B/US 10AB 11R,(519) 453-4131 (519) 453-6560/F
S548,G. BRANDT MEAT PACKERS LIMITED,2507 - 2511 WHARTON GLEN   MISSISSAUGA ON L4X 2A8,"43.6174785, -79.569372",1878 MATTAWA AVENUE   MISSISSAUGA ON L4X 2A8, 10A 12Y,(905) 279-4460 (905) 279-9155/F
S549,DOLAN FOODS INC.,300 TROWERS ROAD; UNIT 9   VAUGHAN ON L4L 6A1,"43.7864445, -79.5581768",   , 9B/US 10AB,
S551,MCRAE COLD STORAGE INC.,225 ORENDA ROAD   BRAMPTON ON L6T 1E6,"43.6965872, -79.7244324",   , 9B/US 10A,(905) 672-0010 (905) 488-9758/F
S552,INTERNATIONAL COLD STORAGE 2010 INC.,250 SUMMERLEA ROAD; UNIT 12   BRAMPTON ON L6T 3V6,"43.7316904, -79.6998778",8155 TRANSCANADIENNE   VILLE ST-LAURENT QC H4S 1S4, 9B/US 10A 11H 12Y,(905) 790-2424 (905) 790-6262/F
S553,PELMEN COLD STORAGE INC.Also Doing Business As Name:   PELMEN COLD STORAGE,2545 BARTON ST. E.   HAMILTON ON L8E 2X2,"43.2363608, -79.7563022",E-777 THE QUEENSWAY   TORONTO ON M8Z 1N4, 9B 10A,(905) 560-1818 (905) 560-5133 (   )    -
S554,HEIDELBERG FOODS LTD.,150 BORDEN AVENUE SOUTH   KITCHENER ON N2G 3R5,"43.4397572, -80.4775816",1035 RIETZEL PLACE   WATERLOO ON N0B 2N0, 9B/US 10AB,(519) 578-3441 (519) 585-2235/F
S556,ERB TRANSPORT LIMITEDAlso Doing Business As Name:   ERB COLD STORAGE-HIGHLAND WAREHOUSE,1644 HIGHLAND ROAD WEST; UNIT #3   KITCHENER ON N2N 3K7,"43.4217257, -80.560214",290 HAMILTON ROAD   NEW HAMBURG ON N3A 1A2, 9B/US 10A,(519) 742-2652 (519) 742-8785/F
S558,J.D. SMITH & SONS LIMITED,240 RACCO PARKWAY   VAUGHAN ON L4J 8X9,"43.81955929999999, -79.4721435",180 BASALTIC ROAD   VAUGHAN ON L4K 1G6, 10B,(905) 669-8980 (905) 669-7646/F
S559,VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.,1035 WILTON GROVE ROAD   LONDON ON N6N 1C9,"42.9259549, -81.195103",   , 9B/US 10A,(519) 681-1980 (519) 681-1926/F
S561,SUMMER FRESH SALADS INCORPORATED,334 ROWNTREE DAIRY ROAD   WOODBRIDGE ON L4L 8H2,"43.7808876, -79.55431209999999",334 ROWNTREE DAIRY ROAD   WOODRIDGE ON L4L 8H2, 10AB,(905) 856-8816 (905) 856-9298
S562,VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.Also Doing Business As Name:   ATLAS COLD STORAGE,10 GARYRAY DRIVE   TORONTO ON M9L 1P1,"43.770335, -79.5372103",5255 YONGE STREET; SUITE 900   TORONTO ON M2N 5P8, 10A,(416) 748-9473 (416) 748-9481/F (416) 748-0139/I
S563,CONESTOGA MEAT PACKERS LTD.,33 HIGH RIDGE COURT   CAMBRIDGE ON N1R 7L3,"43.4081369, -80.3169614",313 MENNO STREET; RR2   BRESLAU ON N0B 1M0, 10AB, (519) 648-2506 (519) 648-3421/F
S564,G. BRANDT MEAT PACKERS LIMITED,135 BETHRIDGE ROAD LOT.9  ETOBICOKE ON M9W 1N4,"43.7067041, -79.5810067",1878 MATTAWA AVENUE   MISSISSAUGA ON L4X 1K1, 10A,(905) 279-4460 (905) 279-9155/F
S565,MACGREGORS MEAT & SEAFOOD LTD.,268;266;264;262 GARYRAY DRIVE   TORONTO ON M9L 1P1,"43.76972689999999, -79.5387191",265 GARYRAY DRIVE   TORONTO ON M9L 1P2, 10A,(416) 749-5951 (416) 740-3230/F (   )    -
S567,1026784 ONTARIO INC.Also Doing Business As Name:   VERSACOLD GROUP WAREHOUSE AND DISTRIBUTION SERVICES,107 WALKER DRIVE   BRAMPTON ON L6T 5K5,"43.7286986, -79.6796394",   , 9BC/US 10A 11S,(905) 793-2653 (905) 793-2653/I (905) 793-4918/F
S568,8946582 CANADA INC.Also Doing Business As Name:   AF COLD STORAGE,131 EAST DRIVE   BRAMPTON ON L6T 1B5,"43.7119885, -79.6884866",   , 9B/US 10A,(905) 291-1042 (905) 463-0937/F
S570,G.T. WHOLESALE LIMITED,240 LAURIER BOULEVARD   BROCKVILLE ON K6V 5V7,"44.6212605, -75.6903664",2480 WALKLEY ROAD   OTTAWA ON K1G 6A9, 10AB,(613) 341-8699 (613) 341-8862/F
S572,PROACTIVE SUPPLY CHAIN SOLUTIONS INC.*,10 SUN PAC BLVD.   BRAMPTON ON L6S 5P6,"43.7577743, -79.69833369999999",3909 NASHUA DR. UNIT6   MISSISSAUGA ON L4V 1R3, 10A,(416) 798-3303 (905) 672-3917
S574,STERLING PACKERS LIMITEDAlso Doing Business As Name:   CONFEDERATION FREEZERS,250 SUMMERLEA ROAD   BRAMPTON ON L6T 3V6,"43.7316904, -79.6998778",   , 9BC/US 10A 11R,(905) 595-4300 (905) 791-1654/F
S575,VERSACOLD LOGISTICS SERVICES,2701 HIGH POINT DRIVE   MILTON ON L9T 5G5,"43.5355036, -79.90864549999999",   , 9B/US 10A,(604) 258-0350/T
S578,NEW SHAH IMPEX INC.,6720 DAVAND DR. UNIT #18; 19  MISSISSAUGA ON L5T 2K7,"43.6672521, -79.6684045",6720 DAVAND DR. UNIT #18; 19  MISSISSAUGA ON L5T 2K7, 9B 10A,(905) 461-1200 (905) 461-2002/F
S581,DEMPSEY CORPORATIONAlso Doing Business As Name:   FEDNET,51 ESANDAR DRIVE   TORONTO ON M4G 4C5,"43.7069909, -79.3558272",47 DAVIES AVE.   TORONTO ON M4M 2A9, 9C/US 10B,(416) 421-7040 (416) 421-5400/F
S582,LOGISTICS IN MOTION INC.,500 BAYLY STREET EAST   AJAX ON L1Z 0B2,"43.8531784, -78.9988328",   , 10AB,(905) 619-7050 (905) 619-7100/F
S585,SPARTAN SUPPLIES LTD.,107 SUMMERLEA ROAD   BRAMPTON ON L6T 4V2,"43.72412689999999, -79.6846056",   , 9C/US 10AB,(905) 790-2820 (905) 790-6988/F
S589,FOOD ROLL SALES (NIAGARA) LTD.,5835 PROGRESS STREET;   NIAGARA FALLS ON L2G 0C1,"43.0548276, -79.089288",8464 EARL THOMAS AVENUE   NIAGARA FALLS ON L2G 0B6, 10A,(905) 358-5747 (905) 358-5746/F
S590,THOMSON TERMINALS LIMITED,6655 GOREWAY DRIVE   MISSISSAUGA ON L4V 1V6,"43.7108011, -79.6192341",100 IRON STREET   TORONTO ON M9W 5L9, 10A,(416) 240-4452 (416) 240-0595
S593,ONTARIO REFRIGERATED SERVICES INC.,160 INGERSOLL STREET   INGERSOLL ON N5C 3J7,"43.0404114, -80.90291719999999",450 THOMAS STREET   INGERSOLL ON N5C 3J7, 10A,(519) 485-7237 (519) 485-4258/F
S701,CONESTOGA COLD STORAGE (QUEBEC) LIMITEDAlso Doing Business As Name:   ENTREPOSAGE FRIGORIFIQUE CONESTOGA (QUBEC),10000 AVENUE RYAN   DORVAL QC H9P 3A1,"45.4687902, -73.7167479",   , 9B/US 10A,(514) 631-5040 (514) 631-4026/F
S702,ENTREPOT DU NORD INC.,1000 BOUL. STE-MARIE   LAVAL QC H7J 3N3,"45.6616645, -73.6911734",   , 9BC/US 10AB 11HRSI 12Y,(450) 622-4860 (450) 622-0559/F (450) 622-3958/I
S704,DISTRIBUTION RFRIGRE TAS INC./TAS REFRIGERATED DISTRIBUTION INC.,4665 BOUL DE LA COTE VERTU   ST-LAURENT QC H4S 1C8,"45.4866719, -73.7182229",   , 9B/US 10A,(514) 337-4665 (514) 337-4660/F 1 (888) 963-8273
S708,FRIGO LIBERT INC./FRIGO LIBERTY INC.,120; RUE AIM VINCENT   VAUDREUIL-DORION QC J7V 5V5,"45.3859238, -74.01246499999999",   , 9B/US 10A,(450) 455-0556 (450) 455-2205/F
S710,CONESTOGA COLD STORAGE (QUEBEC) LIMITEDAlso Doing Business As Name:   ENTREPOSAGE FRIGORIFIQUE CONESTOGA (QUBEC),3051; RUE HENRY FORD   VAUDREUIL-DORION QC J7V 0A1,"45.3869681, -74.05260129999999",   , 9B/US 10A 11R,(450) 510-9919 (450) 510-9799/F
S712,C&C PACKING LIMITED PARTNERSHIPAlso Doing Business As Name:   EMBALLAGES C&C - C&C PACKING,6800; BOUL. DES GRANDES PRAIRIES   SAINT-LONARD QC H1P 3P3,"45.6073643, -73.6022248",   , 9B/US 10A,(514) 939-2273 (514) 939-4344/F
S716,DARLING INTERNATIONAL CANADA INC.,605; 1ERE AVENUE   SAINTE-CATHERINE QC J5C 1C5,"45.4059057, -73.58632589999999",1700-1 GERMAIN STREET   ST-JOHN NB E2L 4V1, 10AB,(450) 632-3250 (450) 632-4703/F
S717,LES ENTREPOTS FRIGORIFIQUES LAVAL LTE,752; AVENUE LEO-LACOMBE   LAVAL QC H7N 3Y6,"45.5549577, -73.7054477",   , 9B/US 10A,(450) 669-2638 (450) 669-1131/F
S721,OLYMEL S.E.C./OLYMEL L.P.Also Doing Business As Name:   ALIMENTS TRIOMPHE : CHARCUTERIE LA TOUR EIFFEL : CHARCUTERIE DE BRETAGNE : CHARCUTERIE LA BELLE BRETAGNE : CHEF GEORGES : SUMMERSWEET MC : LA MERE POULE ALIMENTS POUR BB : MOTHER HEN BABY FOODS : LES ALIMENTS LA MERE POULE : MOTHER HEN FOODS : NOSTRANO : CHARCUTERIE NOUVELLE FRANCE : SANTA CROCE : LA CIE SALAMI VENITIEN MONTREAL : VENITIAN SALAMI CO MONTREAL : SALAMI ALPINA : ALPINA SALAMI : antoine,1160; BOUL. MICHELE-BOHEC   BLAINVILLE QC J7C 5E2,"45.6701004, -73.9015556",1020; BOULEVARD MICHELE-BOHEC   BLAINVILLE QC J7C 5E2, 10A,(450) 979-0001 (450) 435-8315/F
S725,CONGBEC INC.,810; AVENUE GODIN   QUBEC QC G1M 2X9,"46.8241422, -71.2791345",   , 10A,(418) 683-3491 (418) 686-8836/F
S726,CHARCUTERIE L. FORTIN LIMITE*Also Doing Business As Name:   PRODUITS L.F.:PHILIPS MEATS: VIANDES PHILIPS: PHILIPS FOODS: ALIMENTS PHILIPS,835; AVENUE TANGUAY   ALMA QC G8B 5Y2,"48.5663302, -71.64265929999999",5371 AVENUE DU PONT NORD   ALMA QC G8E 1T7, 10A,(418) 347-3365 (418) 347-4638/F
S729,OLYMEL S.E.C./OLYMEL L.P.Also Doing Business As Name:   OLYMEL S.E.C./L.P. : ALIMENTS PRINCE;S.E.C./PRINCE FOODS; L.P. : SUPRALIMENT S.E.C.,725; RUE THOMAS   ST-JEAN-SUR-RICHELIEU QC J2X 2M9,"45.3101342, -73.2195631",   , 10A 11RSI,(450) 771-0400 (450) 773-6436
S730,CONGBEC INC.Also Doing Business As Name:   CONGEBEC INC.; CONGEBEC; CONGBEC,2050; RUE BOMBARDIER   SAINTE-JULIE QC J3E 2J9,"45.57918189999999, -73.3108908",810 AVE. GODIN   QUEBEC QC G1M 2X9, 9BC/US 10AB 11HRSI 12Y,(450) 649-4100 (450) 649-5694/F
S735,GROUPE ROBERT INC.Also Doing Business As Name:   ENTREPOSAGE ET DISTRIBUTION ROBERT,65; RUE DE VAUDREUIL   BOUCHERVILLE QC J4B 1K7,"45.5802714, -73.4627297",   , 9B 10A,(450) 641-1727 (450) 641-8832/F
S738,VERSACOLD LOGISTICS SERVICES,205-1600 BRANDON CRESCENT   LACHINE QC H8T 6M8,"45.4550496, -73.7080047",   , 9AB/US 10A 11HR,(514) 634-7011 (514) 634-5233/F (514) 634-4379/I
S739,VERSACOLD LOGISTICS SERVICESAlso Doing Business As Name:   VERSACOLD LOGISTICS SERVICES,5757 CHEMIN ST-FRANCOIS   ST-LAURENT QC H4S 1B6,"45.4876493, -73.7397486",5757 CHEMIN ST-FRANCOIS   SAINT-LAURENT QC H4S 1B6, 9B/US 10A,(514) 634-7011 (   )    -
S747,OLYMEL S.E.C./OLYMEL L.P.Also Doing Business As Name:   LES ALIMENTS LA MERE POULE / MOTHER HEN FOODS : LA MERE POULE ALIMENTS POUR BEBES / MOTHER HEN BABY FOODS,8790; RUE CHAMP D'EAU   MONTRAL QC H1P 2Y8,"45.604767, -73.5904453",1020 MICHELE BOHEC   BLAINVILLE QC J7C 5E2, 10AB,(514) 852-5858 (514) 852-5222/F
S748,CONGBEC INC.,130; RUE J.A. BOMBARDIER   BOUCHERVILLE QC J4B 8N4,"45.5570043, -73.421185",810; AVENUE GODIN   QUBEC QC G1M 2X9, 9B/US 10A 11RSI 12Y,(450) 641-7034 (450) 641-2610/F
S751,LOBLAWS INC.,180; CHEMIN DU TREMBLAY   BOUCHERVILLE QC J4B 7W3,"45.5619915, -73.4226916",   , 10A,(450) 449-8000 (459) 449-8055/F
S752,LES ALIMENTS BCI INC./BCI FOODS INC.Also Doing Business As Name:   BAXTERS CANADA INC.,3000; RUE CARTIER   ST-HYACINTHE QC J2S 1L5,"45.6269628, -72.97131499999999",4800 AVENUE PINARD   ST-HYACINTHE QC J2S 8E1, 10B,(450) 250-3210 (450) 250-3215/F
S756,FRIGO ROYAL (1998) INC.Also Doing Business As Name:   Expdi-Go Transit,3100; RUE ST. PROSPER   ST-HYACINTHE QC J2S 2A4,"45.6224408, -72.9650683",3150; RUE BOUTHILLIER   ST-HYACINTHE QC J2S 7P2, 10A,(450) 773-9565 (450) 773-8305/F
S757,ENTREPT FRIGORIFIQUE INTERNATIONAL; INC.Also Doing Business As Name:   ENTREPOT FRIGORIFIQUE INTERNATIONAL INC.,8155; ROUTE TRANSCANADIENNE   SAINT-LAURENT QC H4S 1S4,"45.4902181, -73.7224702",   , 9AB/US 10A 11HRSI 12Y,(514) 344-5067 (514) 344-5028/F (514) 344-2075/I
S758,FRIGORA SOLUTIONS D'ENTREPOSAGE INC.,5250; RUE J.A. BOMBARDIER   ST-HUBERT QC J3Z 1H1,"45.4607417, -73.4129954",   , 10A,(450) 443-1111 (450) 656-4777/F
S763,CONGBEC INC.,800; RUE FERNAND-DUFOUR   QUBEC QC G1M 3B1,"46.8226483, -71.2810965",810 AVENUE GODIN   QUEBEC QC G1M 3B1, 9B/US 10A 11H,(418) 683-3491 (418) 686-8836/F
S764,CONGEBEC INC.Also Doing Business As Name:   CONGEBEC INC.; CONGEBEC;,2960 ROUTE 218   MANSEAU QC G0X 1V0,"46.3161414, -71.94288209999999",810 AVENUE GODIN   QUEBEC QC G1M 2X9, 10A,
